mol_id,smiles,piperdine,benzene,train,A,B,A&~B,~A&B,A&B,~(A&B)
ZINC67739758,O[C@@H]1CN(Cc2nc3ccccc3[nH]2)CC[C@H]1c1ccc(F)cc1,1,2,True,True,True,False,False,True,False
ZINC32504134,C#CCNC(=O)C1CCN(C(=O)/C=C/c2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC00434438,COC(=O)c1cc(C(=O)N2CCCC[C@H]2C)cc([N+](=O)[O-])c1,1,1,True,True,True,False,False,True,False
ZINC01743205,COCCN([C@H]1CC[N@H+](C)CC1)S(=O)(=O)c1ccc(N)cc1,1,1,True,True,True,False,False,True,False
ZINC51643007,NC(=O)[C@H]1CN(C(=O)Nc2cccc(N3CCCCC3)c2)CCO1,1,1,True,True,True,False,False,True,False
ZINC39951826,COC(=O)c1ccc([C@H]2CCC[NH2+]C2)c(I)c1,1,1,True,True,True,False,False,True,False
ZINC42969127,C=C(C)CN(CC)[C@H]1CC[N@H+](Cc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC06798235,C[C@H]1CN(C(=O)CCC(=O)N2CCCCC2)c2ccccc2O1,1,1,True,True,True,False,False,True,False
ZINC33608479,COC(=O)N1CCC(Nc2ccccc2)(C(N)=O)CC1,1,1,True,True,True,False,False,True,False
ZINC69740413,CCc1nc(C[N@@H+]2CCC[C@H](N[C@H](C(N)=O)c3ccccc3)C2)no1,1,1,True,True,True,False,False,True,False
ZINC77303795,O=C(C[N@H+]1CC[C@H](c2ccccc2)CC1)N1CCOC[C@H](O)C1,1,1,True,True,True,False,False,True,False
ZINC91586552,CN(CCO)C(=O)[C@@H]1CCC(=O)N(Cc2cccc(C(F)(F)F)c2)C1,1,1,True,True,True,False,False,True,False
ZINC93668219,C[C@H]1C[N@@H+](Cc2cncs2)CC[C@@H]1c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC06795228,C[N@@H+]1C[C@](C)(O)[C@@](O)(C#Cc2ccccc2)C[C@H]1c1ccccc1,1,2,True,True,True,False,False,True,False
ZINC79205517,C[NH+](C)CCOc1cccc(CNC(=O)N[C@H]2CC[N@H+](C)CC2)c1,1,1,True,True,True,False,False,True,False
ZINC68177379,C[C@@H]1CCC[N@H+](CCNC(=O)COc2ccc(C(N)=O)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC97772800,CSC[C@@H]1CCCN(C(=O)Nc2cnn(Cc3ccccc3F)c2)C1,1,1,True,True,True,False,False,True,False
ZINC65455571,Nc1nc(NCC[N@@H+]2CCCC[C@H]2CO)c2cc(C(=O)[O-])ccc2[nH+]1,1,1,True,True,True,False,False,True,False
ZINC96325688,CCOC(=O)N1CCC[C@H](c2nnc(-c3ccccc3F)s2)C1,1,1,True,True,True,False,False,True,False
ZINC14166596,COc1ccnc(N2CCC[C@@H](C(=O)Nc3ccccc3)C2)n1,1,1,True,True,True,False,False,True,False
ZINC69978791,COc1ccc(Cl)cc1NCCC(=O)N(C)[C@H]1CC[N@H+](C)CC1,1,1,True,True,True,False,False,True,False
ZINC96228266,CCOCC(=O)N1CCC2(CCC(=O)N2Cc2cccc(C)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC97066398,Cc1ccc(OCc2ccc(C(=O)N3CCC[C@@H](CO)C3)o2)c(C)c1,1,1,True,True,True,False,False,True,False
ZINC45419178,C[C@@H](NC(=O)[C@@H]1CCCN(S(C)(=O)=O)C1)c1ccc(C(C)(C)C)cc1,1,1,True,True,True,False,False,True,False
ZINC69490204,O=C(c1ccc([N+](=O)[O-])c([O-])c1)N1CCC[C@H]1C[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC32603584,CCCO[C@H]1CCC[N@@H+](C2CCN(c3cccc(OC)c3)CC2)C1,2,1,True,True,True,False,False,True,False
ZINC89317114,C#CCN1CCC(C(=O)NC[C@@H](O)c2cccc(OC(F)F)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC69947817,FC(F)(F)[C@H](c1ccccc1)N1CCC2(CC1)OCCO2,1,1,True,True,True,False,False,True,False
ZINC04022422,C[C@H](C[N@H+]1CCCC[C@@H]1CO)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC42226359,Brc1ccccc1CNCC[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC56493217,CCOCCCNC(=O)[C@H]1CC[N@H+]([C@H](C)c2ccc(Cl)c(Cl)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC68263868,NC(=O)N1CCC[C@H](C(=O)N(Cc2ccc(F)cc2)C2CC2)C1,1,1,True,True,True,False,False,True,False
ZINC65180473,Cc1cc(C(=O)N2CCC(CCOCc3cccc(F)c3)CC2)no1,1,1,True,True,True,False,False,True,False
ZINC96007907,Cn1cc(CNC(=O)N2CCC(C(N)=O)CC2)c(-c2ccccc2)n1,1,1,True,True,True,False,False,True,False
ZINC32758307,CCOc1ccc(-c2nc(C[N@H+]3CCC[C@@H](O)C3)cs2)cc1,1,1,True,True,True,False,False,True,False
ZINC53011182,CNC(=O)C[N@H+]1CC[C@H](NC(=O)c2sc3ccc(F)cc3c2C)CC1,1,1,True,True,True,False,False,True,False
ZINC67771602,CCC[N@H+]1CC[C@H](Cc2noc(-c3cccc(O)c3C)n2)CC1,1,1,True,True,True,False,False,True,False
ZINC73002578,CCOC[C@@H]1CCC[N@H+](C[C@H](O)CN(C)Cc2ccccc2)C1,1,1,True,True,True,False,False,True,False
ZINC95370262,C[N@@H+]1CCCC[C@H]1CCC(=O)NCc1ccc2c(c1)OCCCO2,1,1,True,True,True,False,False,True,False
ZINC97284918,CC[C@H]1CCCN(C(=O)c2cnc3ccccc3c2C(F)(F)F)C1,1,1,True,True,True,False,False,True,False
ZINC20718115,CCOC(=O)C1CCN(C(=O)c2cc(F)ccc2-n2cnnn2)CC1,1,1,True,True,True,False,False,True,False
ZINC75555883,CCC[C@@H](NC(=O)NCc1ccc(F)cc1)C(=O)N1CCC[C@H](O)C1,1,1,True,True,True,False,False,True,False
ZINC77663339,CSCC[C@@H](C)NC(=O)NC[C@H]1CC[N@H+](Cc2ccc(C)cc2)CC1,1,1,True,True,True,False,False,True,False
ZINC72428445,Cc1ccc2nc(N3CCC[C@H](O)C3)c(CN3CCSCC3)cc2c1,1,1,True,True,True,False,False,True,False
ZINC44717393,C[C@@H]1CCCN(C(=O)CCCN(C)S(=O)(=O)c2ccc(F)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC84796879,COC(=O)[C@H]1CCCCN1Cc1cccc(NC(C)=O)c1,1,1,True,True,True,False,False,True,False
ZINC93338014,C#CCOc1ccc(Br)cc1C[N@@H+]1CCC[C@H](COC)C1,1,1,True,True,True,False,False,True,False
ZINC39467792,c1csc(CN2CCC3=NN=C(c4ccc5c(c4)OCO5)[C@@H]3C2)c1,1,1,True,True,True,False,False,True,False
ZINC20514188,Cc1nc2ccccc2n1CCC[N@H+]1CC[C@H](Cn2cccn2)CC1,1,1,True,True,True,False,False,True,False
ZINC49377610,CC[N@H+]1CC[C@H](CNC(=O)c2cccc(Cl)c2Cl)CC1,1,1,True,True,True,False,False,True,False
ZINC91270611,C[N@H+]1C[C@@H]2CC[C@H](C1)N(C(=O)c1cccc3c(Cl)cccc13)C2,1,2,True,True,True,False,False,True,False
ZINC13266666,O=C(c1cscn1)N1CCC[C@@H](n2cnc3cc(F)ccc32)C1,1,1,True,True,True,False,False,True,False
ZINC63528581,CC(=O)N1CC2(CCN(C(=O)Cc3ccccc3)CC2)C[C@H]1C(=O)[O-],1,1,True,True,True,False,False,True,False
ZINC96110149,CO[C@@H]1CC[N@H+](Cc2ccco2)C[C@@H]1Cc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC97084334,Cn1cc(C(N)=O)cc1C(=O)O[C@H]1CCCN(Cc2ccccc2)C1,1,1,True,True,True,False,False,True,False
ZINC69451755,NC(=O)C1CCN(CC(=O)N(Cc2ccco2)c2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC76245461,CO[C@H]1CCCN(C(=O)c2ccc(F)c(S(=O)(=O)N3CCCC3)c2)C1,1,1,True,True,True,False,False,True,False
ZINC96286958,CC(C)(C)C1CCN(c2ncnc(Oc3ccccc3F)c2N)CC1,1,1,True,True,True,False,False,True,False
ZINC97941493,Fc1cccc(CN2CCCC[C@@H]2c2nncn2CC2CC2)c1,1,1,True,True,True,False,False,True,False
ZINC78002851,C[C@H]1C[C@H](C)CCN1C(=O)C1(c2cccc(F)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC91325659,CC[C@@]1(CO)CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,1,1,True,True,True,False,False,True,False
ZINC95396432,NC(=O)[C@@H]1CCCCN1C(=O)CCSc1cc(F)ccc1F,1,1,True,True,True,False,False,True,False
ZINC95987588,CN1CC[C@@H](NC(=O)N2CCCC[C@@H]2CCO)[C@@H]1c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC93592384,CC[C@]1(CO)CC[N@@H+](Cc2c(C)nn(-c3ccc(F)cc3)c2C)CC1,1,1,True,True,True,False,False,True,False
ZINC98093229,C#CC[N@H+]1CC[C@H](C(=O)N(C)[C@@H](C)c2cc(F)ccc2F)CC1,1,1,True,True,True,False,False,True,False
ZINC58884599,O=C(N/N=C/c1cccc(O)c1)C(=O)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC75164788,COc1ccc(NC(=O)NCC#CC[NH+]2CCCCC2)cc1,1,1,True,True,True,False,False,True,False
ZINC98172390,COc1ccc(C[NH2+]C2CCN(c3ccccc3)CC2)cc1F,1,2,True,True,True,False,False,True,False
ZINC72388928,COc1ccc(C(=O)N2CCC(C)(c3[nH]ncc3C)CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC84935951,NC(=O)[C@H]1CCCN(S(=O)(=O)c2cc3ccccc3o2)C1,1,1,True,True,True,False,False,True,False
ZINC95362215,O=C(N[C@H](CO)c1ccc(F)cc1)[C@H]1CC[N@H+](C2CCCCC2)CC1,1,1,True,True,True,False,False,True,False
ZINC04988695,CC[C@@H]1CCCC[N@H+]1Cc1ccc([N+](=O)[O-])cc1,1,1,True,True,True,False,False,True,False
ZINC77500664,CCOCCOc1ccc(Cl)cc1NC(=O)NCC[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC69653257,CN(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H](C(F)(F)F)C1,1,1,True,True,True,False,False,True,False
ZINC76828921,CCO[C@H]1CCCN(S(=O)(=O)N(C)Cc2ccc(Cl)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC96076343,O=C(c1cccc(O)c1)N1CCC[C@@]2(COCC[N@@H+](CC3CC3)C2)C1,1,1,True,True,True,False,False,True,False
ZINC66716745,CCC(=O)N[C@@H]1CCCN(C(=O)NCCCc2cccc(Br)c2)C1,1,1,True,True,True,False,False,True,False
ZINC71768173,Cc1ccccc1CC(=O)N1CCC(C(N)=O)([NH+]2CCCCC2)CC1,2,1,True,True,True,False,False,True,False
ZINC33829008,CC[N@@H+]1CCC[C@H](c2ccc(O)c(O)c2)C1,1,1,True,True,True,False,False,True,False
ZINC93566203,Oc1ccc(Cl)cc1C[N@H+]1CC[C@H](c2nc(C(F)(F)F)c[nH]2)CC1,1,1,True,True,True,False,False,True,False
ZINC63426944,O=C(CSC1[NH+]=c2ccccc2=[NH+]1)NCC[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC70456109,COc1ccc(-c2nc(C)cc(N3CCC(C[NH3+])CC3)n2)cc1,1,1,True,True,True,False,False,True,False
ZINC77406113,CSCc1ccc(C(=O)N2CCCC[C@@H]2c2cccc(F)c2)o1,1,1,True,True,True,False,False,True,False
ZINC67133586,CCc1c(C(=O)N2CCC(C(N)=O)CC2)nnn1-c1cccc(Cl)c1,1,1,True,True,True,False,False,True,False
ZINC77247280,Cc1cc(=O)oc2cc(OCCN3CCCC[C@@H]3C(N)=O)ccc12,1,1,True,True,True,False,False,True,False
ZINC08855838,Oc1ccc(C2CC[NH2+]CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC00316460,C[C@@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1=O,1,1,True,True,True,False,False,True,False
ZINC69420561,COC(=O)[C@@H](C)[N@H+]1CC[C@H](OCc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC01395969,COc1cccc(C(=O)O[C@H](C[NH+]2CCCCC2)C(F)(F)F)c1,1,1,True,True,True,False,False,True,False
ZINC93509882,c1cc(N2CCCCC2)ccc1CN1CCOCC12CCC2,1,1,True,True,True,False,False,True,False
ZINC53075140,Cc1ccc(-c2cc(C(=O)NCC(=O)N3CCCCC3)on2)cc1,1,1,True,True,True,False,False,True,False
ZINC00170566,O=C(c1ccc(C#Cc2ccccc2)o1)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC95441241,C#CC[C@H]([NH2+]C[C@@H]1CCCN(C(=O)OC(C)(C)C)C1)c1ccccc1,1,1,True,True,True,False,False,True,False
ZINC55327533,CCC[NH+](CCC)Cc1ccc(C(=O)N2CCC[C@@H](C(=O)[O-])C2)cc1,1,1,True,True,True,False,False,True,False
ZINC89690633,Cn1c(CO)cnc1S[C@@H]1CCCN(Cc2ccccc2)C1=O,1,1,True,True,True,False,False,True,False
ZINC37554050,C[C@@H]1CCCC[N@H+]1Cc1cncc(-c2cc(F)cc(F)c2)c1,1,1,True,True,True,False,False,True,False
ZINC92094706,CC(C)[N@@H+]1CCCC[C@H]1C(=O)N1CCc2cc(F)ccc2C1,1,1,True,True,True,False,False,True,False
ZINC65167297,C[C@H]1CC[N@H+](C[C@H](O)Cn2c(NCCO)[nH+]c3ccccc32)CC1,1,1,True,True,True,False,False,True,False
ZINC66733433,Cc1cc(N2CCC[C@@H](OC(=O)c3cccc(F)c3)C2)nc(C)[nH+]1,1,1,True,True,True,False,False,True,False
ZINC67618149,COCc1ccc(CNC(=O)NC[C@H](O)C[N@H+]2CC[C@H](C)CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC10293353,CC[C@@H](C)Oc1ccc(C(=O)NC(=S)N2CCCCC2)cc1,1,1,True,True,True,False,False,True,False
ZINC76060685,C[N@H+]1CCC[C@@H](C(=O)Nc2ccc3ccccc3n2)C1,1,1,True,True,True,False,False,True,False
ZINC40758316,Cc1cccc2c1cnn2CCC(=O)N1CCC(C(N)=O)CC1,1,1,True,True,True,False,False,True,False
ZINC82161906,Cc1ccc(O[C@]2(C(=O)[O-])CC[N@H+](Cc3cccnc3N)CC2)cc1,1,1,True,True,True,False,False,True,False
ZINC42734401,C[C@H]1CC[C@H](C(N)=O)CN1C(=O)c1ccc(-c2ccc(F)cc2)o1,1,1,True,True,True,False,False,True,False
ZINC69352183,N#Cc1ccc(N[C@H]2CC[N@H+](C3CC3)CC2)c(F)c1,1,1,True,True,True,False,False,True,False
ZINC93438367,Oc1ccc(Br)c(CN2CCCC[C@H]2c2cn[nH]c2)c1,1,1,True,True,True,False,False,True,False
ZINC00000604,CCC(=O)N(c1ccccc1)[C@H](C)C[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC19595534,CCc1c[nH]nc1C1CCN(Cc2cnc(-c3ccccc3)s2)CC1,1,1,True,True,True,False,False,True,False
ZINC50606940,COC(=O)[C@H]1CCCCN1C(=O)[C@H]1COc2cc(OC)ccc2C1,1,1,True,True,True,False,False,True,False
ZINC79145083,C[C@H]1CC[N@H+](CCCCNC(=O)N[C@H](CO)Cc2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC96383840,Cc1cccc(C(=O)NC2CCN(c3nccs3)CC2)c1,1,1,True,True,True,False,False,True,False
ZINC12030845,CC(=O)N1CCC([N@H+]2CCC[C@@H](CCc3ccc(F)cc3F)C2)CC1,2,1,True,True,True,False,False,True,False
ZINC95989991,CCOC(=O)N1CCC([NH2+][C@@H](C)[C@@H](O)c2ccc(F)c(F)c2)CC1,1,1,True,True,True,False,False,True,False
ZINC05553237,O=C1NC(=O)c2cc(S(=O)(=O)N3CCCCC3)cc3cccc1c23,1,2,True,True,True,False,False,True,False
ZINC65608555,O=C(CCCOc1ccc(F)cc1F)N1CCC[C@@H](n2cccn2)C1,1,1,True,True,True,False,False,True,False
ZINC01675455,C[C@H]1CC[NH2+][C@@H](c2ccccc2)C1,1,1,True,True,True,False,False,True,False
ZINC04003136,O=C1CCCC(=O)C1=C([O-])C1CCN(S(=O)(=O)c2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC12402419,CC1(C)CCC[C@@](C)(C#CC[N@H+]2CC[C@H](Cc3ccccc3)CC2)O1,1,1,True,True,True,False,False,True,False
ZINC00239787,CCOC(=O)[C@H]1CCCC[N@@H+]1Cc1ccccc1C(F)(F)F,1,1,True,True,True,False,False,True,False
ZINC71871593,Cc1ccc([C@@H](O)C[N@H+](C)C[C@H]2CC[N@H+](C[C@@H](C)O)CC2)cc1C,1,1,True,True,True,False,False,True,False
ZINC89991409,Cc1ccccc1CCNC(=O)[C@@H](C)[N@H+]1CC[C@H](CS(N)(=O)=O)CC1,1,1,True,True,True,False,False,True,False
ZINC69656965,O=C(c1ccc2c(=O)[nH]c([S-])nc2c1)N1CC[C@H]2CCCC[C@H]2C1,1,1,True,True,True,False,False,True,False
ZINC60348905,O=S(=O)(c1cccc(OC(F)(F)F)c1)N1CCCC[C@H]1C1OCCO1,1,1,True,True,True,False,False,True,False
ZINC93088927,C[N@@H+](Cc1ccc(F)c(C(F)(F)F)c1)C[C@H]1CC[N@H+](C)CC1,1,1,True,True,True,False,False,True,False
ZINC97000698,C[C@@H](Sc1ccccc1Cl)C(=O)N1CCC[C@@H](CO)C1,1,1,True,True,True,False,False,True,False
ZINC27064824,CSc1ncc(C(=O)N2CCC(C(N)=O)CC2)n1-c1ccc(F)cc1,1,1,True,True,True,False,False,True,False
ZINC04998989,O=[N+]([O-])c1ccc(NC(=S)N2CCC(Cc3ccccc3)CC2)cc1,1,2,True,True,True,False,False,True,False
ZINC44976430,COC1CCN([C@H](C)c2nnnn2-c2ccccc2)CC1,1,1,True,True,True,False,False,True,False
ZINC79411786,O=C(NC[C@H]1CCCCN1C(=O)CCl)OCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC65466059,CC(C)CN(CC#Cc1ccccc1)C(=O)CN1CCC(O)CC1,1,1,True,True,True,False,False,True,False
ZINC80946337,C#CCNC(=O)c1ccc(N2CCC(c3ccc(O)cc3)CC2)nc1,1,1,True,True,True,False,False,True,False
ZINC57332310,CC1CC[NH+](c2ccc(N3C[C@@H](C(=O)[O-])CC3=O)cc2)CC1,1,1,True,True,True,False,False,True,False
ZINC67726661,CN(Cc1cc2cc(F)ccc2[nH]1)c1cc([C@H]2CCC[NH2+]C2)[nH+]cn1,1,1,True,True,True,False,False,True,False
ZINC77170130,CC(=O)N[C@@H]1CCC[N@H+](CC(=O)N(C)CCOc2ccccc2F)C1,1,1,True,True,True,False,False,True,False
ZINC88391874,NC(=O)c1ccc(NC(=O)N2CCCC[C@@H]2c2ncc[nH]2)c(F)c1,1,1,True,True,True,False,False,True,False
ZINC91434195,CCCO[C@H]1CCC[N@@H+](Cc2cc([O-])c3cc(C(N)=O)ccc3n2)C1,1,1,True,True,True,False,False,True,False
ZINC96133237,Cc1noc([C@H]2CCCCN2C(=O)Nc2cccc3nsnc23)n1,1,1,True,True,True,False,False,True,False
ZINC37553828,Cc1cccc(-c2cncc(C[N@H+]3CC[C@H](C(N)=O)CC3)c2)c1,1,1,True,True,True,False,False,True,False
ZINC95931231,CC(C)(C)OC(=O)N1C[C@H]2[C@@H]3C[C@@H](C[N@@H+](Cc4ccccc4)C3)[C@H]2C1,1,1,True,True,True,False,False,True,False
ZINC51957968,O=C(CN1CCC(CN2CCOCC2)CC1)NCc1ccccc1F,1,1,True,True,True,False,False,True,False
ZINC77659063,C[C@](O)(CNC(=O)Nc1ccc([NH+]2CCCCC2)cc1)c1ccsc1,1,1,True,True,True,False,False,True,False
ZINC30135686,CCCS(=O)(=O)N[C@H]1CC[N@H+]([C@H](C(N)=O)c2ccc(F)cc2)CC1,1,1,True,True,True,False,False,True,False
ZINC60320112,N#Cc1cc(F)c(N2CCC[C@H](C(N)=O)C2)c(F)c1,1,1,True,True,True,False,False,True,False
ZINC67604779,C[C@@H](C(=O)N1CCCCC1)N(c1cccc(F)c1)S(C)(=O)=O,1,1,True,True,True,False,False,True,False
ZINC96133677,C[C@]1(O)CCN(c2cc(Sc3ccc(F)cc3)nc(N)n2)C[C@@H]1O,1,1,True,True,True,False,False,True,False
ZINC20352072,C[N@@H+]1CCC[C@H](COc2ccc(C(F)(F)F)cc2N)C1,1,1,True,True,True,False,False,True,False
ZINC97473198,Cc1cccc(C)c1O[C@H]1CC[N@H+](C[C@@H](O)COC(C)C)CC1,1,1,True,True,True,False,False,True,False
ZINC55359963,Cc1ccc(OC[C@H]2CCC[N@@H+](Cc3ccc(C#CCO)s3)C2)cc1,1,1,True,True,True,False,False,True,False
ZINC85301853,Cc1ccc(-c2nc(CNCC[N@H+]3CC[C@H](C)CC3)co2)cc1,1,1,True,True,True,False,False,True,False
ZINC69419961,COC(=O)c1cc(S(N)(=O)=O)ccc1NCC[NH+]1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC90138383,Cc1cccc2c(N3CCCC[C@H]3CNC(N)=O)[nH+]cnc12,1,1,True,True,True,False,False,True,False
ZINC95384511,Cc1nc(CCNC(=O)c2ccc([C@H]3CCC[NH2+]C3)cc2)cc(=O)[nH]1,1,1,True,True,True,False,False,True,False
ZINC47772570,CC(=O)NC[C@H]1CC[N@H+](Cc2nc(-c3ccc(F)cc3)no2)CC1,1,1,True,True,True,False,False,True,False
ZINC75127936,C[C@@H]1CCCN(/C(N)=[NH+]/CCCNC(=O)c2cccc(O)c2)C1,1,1,True,True,True,False,False,True,False
ZINC90503580,COCCCNC(=O)C1CCN(c2nc3c(F)cccc3s2)CC1,1,1,True,True,True,False,False,True,False
ZINC72253300,Cc1cnn(C[C@@H]2CCCC[N@H+]2CCS(=O)(=O)c2ccccc2)c1,1,1,True,True,True,False,False,True,False
ZINC77480555,C[S@@](=O)c1cccc(NC(=O)N[C@H]2CC[N@H+](C[C@@H]3CCOC3)CC2)c1,1,1,True,True,True,False,False,True,False
ZINC93014625,C#CCOc1ccc(C[N@H+]2CCCC[C@@H]2C(=O)N2CCOCC2)cc1,1,1,True,True,True,False,False,True,False
ZINC73092973,C[C@H](CCOc1ccccc1)C(=O)N1CCC[C@@H](N2CCCC2=O)C1,1,1,True,True,True,False,False,True,False
ZINC78334046,CC[C@@H]1CCCCN1C(=O)[C@H](C)[N@H+](C)Cc1ccc(OC)c(F)c1,1,1,True,True,True,False,False,True,False
ZINC19889811,CC[NH+]1CCN([C@H]2CC[N@H+](Cc3cccc(Br)c3)CC2)CC1,1,1,True,True,True,False,False,True,False
ZINC36312349,C[C@H]1C[C@@H](C)CN([C@H](C(=O)NC(N)=O)c2ccccc2)C1,1,1,True,True,True,False,False,True,False
ZINC77654175,O=C([C@H](c1ccccc1)S(=O)(=O)Cc1ccon1)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC88696098,CC[N@H+]1CCC[C@@H](C[NH2+]Cc2ccccc2N2C[C@H](C)O[C@H](C)C2)C1,1,1,True,True,True,False,False,True,False
ZINC96366126,CS(=O)(=O)C1CCN(C(=O)c2ccc([N+](=O)[O-])cc2Cl)CC1,1,1,True,True,True,False,False,True,False
ZINC16651367,CCCOc1cc(S(=O)(=O)N2CCC(C(N)=O)CC2)ccc1Br,1,1,True,True,True,False,False,True,False
ZINC55076240,C[C@@H]1C[C@@H](C)CN(C(=O)NCc2cnn(-c3ccccc3)c2)C1,1,1,True,True,True,False,False,True,False
ZINC71964583,O=C(Cc1ccc(F)c(Br)c1)N1CCC(O)CC1,1,1,True,True,True,False,False,True,False
ZINC95092544,c1ccc2[nH]c(OCCC[C@@H]3CCC[NH2+]C3)nc2c1,1,1,True,True,True,False,False,True,False
ZINC96224745,O=C1N(c2ccccc2)CC[C@@]12CCC[N@H+](CCO)C2,1,1,True,True,True,False,False,True,False
ZINC14981388,CCS(=O)(=O)N1CCC[C@@H](CCc2c(F)cccc2F)C1,1,1,True,True,True,False,False,True,False
ZINC03684151,CCC[N@H+]1CC[C@H](Nc2cc(-c3ccccc3)ccc2OC)CC1,1,2,True,True,True,False,False,True,False
ZINC77485348,Cc1nc(CN2CCC[C@@H](c3[nH]ncc3-c3ccccc3)C2)co1,1,1,True,True,True,False,False,True,False
ZINC41512569,C[C@H]1CCC[N@@H+](Cc2c(O)ccc3c(-c4ccc(F)cc4)noc23)C1,1,2,True,True,True,False,False,True,False
ZINC85789053,C=CC[N@@H+](Cc1cccc(C#N)c1)C[C@@H]1CCCN(S(C)(=O)=O)C1,1,1,True,True,True,False,False,True,False
ZINC65403358,COc1cc(NC(=O)CN2CCC([NH+]3CCCC3)CC2)ccc1Cl,1,1,True,True,True,False,False,True,False
ZINC25249749,O=C(C[NH+]1CCN(c2nc3ccccc3o2)CC1)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC67895757,Nc1cc(N2CCC(CO)(Cc3cccc(F)c3)CC2)nc(N)n1,1,1,True,True,True,False,False,True,False
ZINC76486951,CC[N@@H+]1CC[C@H](N(C)C(=O)COc2ccc(C)cc2C)[C@H](C)C1,1,1,True,True,True,False,False,True,False
ZINC95350188,C[N@H+]1CC[C@H](NC(=O)[C@@H](Cc2ccccc2)N2CCCOC2=O)CC1,1,1,True,True,True,False,False,True,False
ZINC97173287,Cc1n[nH]c(C[N@@H+]2CCC[C@H](Cc3nc4ccccc4[nH]3)C2)c1Cl,1,1,True,True,True,False,False,True,False
ZINC96110577,COc1ccc(C[C@H]2CN(Cc3scnc3C)CC[C@@H]2OC)cc1,1,1,True,True,True,False,False,True,False
ZINC13787566,C[C@H]1C[N@@H+](C)[C@@H](C)C[C@@H]1NCc1ccccc1,1,1,True,True,True,False,False,True,False
ZINC03886635,Cc1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2N)c1,1,2,True,True,True,False,False,True,False
ZINC16091714,C[C@H]1C[C@@H](C)CN(S(=O)(=O)/C=C/c2ccc(Cl)cc2)C1,1,1,True,True,True,False,False,True,False
ZINC30667999,CCS(=O)(=O)N1CCC([NH2+]Cc2ccc3c(c2)OCCO3)CC1,1,1,True,True,True,False,False,True,False
ZINC53262699,O=C(NC1CCN(c2ccccc2)CC1)c1cc(F)c(Cl)cc1Cl,1,2,True,True,True,False,False,True,False
ZINC79007332,O=C(c1cc2cccc(Br)c2o1)N1CCC[C@@H](O)C1,1,1,True,True,True,False,False,True,False
ZINC04685194,CC1(C)CC(NC(=S)Nc2ccccc2Cl)CC(C)(C)[NH2+]1,1,1,True,True,True,False,False,True,False
ZINC89542184,CC(C)=CC(=O)NCc1ccc(C(=O)NN2CCCCC2)cc1,1,1,True,True,True,False,False,True,False
ZINC64399220,CSc1ccc(Cl)cc1NCC(=O)N1CCCCC1,1,1,True,True,True,False,False,True,False
ZINC49519763,NC(=O)N[C@H]1CCCN(C(=O)c2ccc(Cl)c(I)c2)C1,1,1,True,True,True,False,False,True,False
ZINC63963862,C[C@@H]1[C@H]2[NH+]=c3ccccc3=C2CCN1C(=O)NCc1ccccc1,1,2,True,True,True,False,False,True,False
ZINC72473110,C[NH+](C)C[C@@]1(O)CCCN(c2cc[nH+]c3cc(Cl)ccc23)C1,1,1,True,True,True,False,False,True,False
ZINC96338843,O=C(c1ccccc1)N1CCC[C@H](c2nnc(C(F)(F)F)o2)C1,1,1,True,True,True,False,False,True,False
